,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_from_name,year,season,league_to_name
1495,SC Farense,Fernando,28.0,Centre-Forward,SD Huesca,?,in,Summer,,Liga Nos,1996,1996/1997,Primera Division
1501,SC Farense,Idalécio,22.0,Centre-Back,SC Braga,?,out,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1503,Vitória Setúbal FC,Matias,32.0,Centre-Back,FC Porto,?,in,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1523,Vitória Setúbal FC,Eric Tinkler,25.0,Defensive Midfield,Cagliari Calcio,?,out,Summer,,Liga Nos,1996,1996/1997,Serie A
1526,CF Os Belenenses,Amaral,26.0,Right Winger,CA Felgueiras,?,in,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1535,CF Os Belenenses,Everton Giovanella,25.0,Central Midfield,UD Salamanca,?,out,Summer,,Liga Nos,1996,1996/1997,Primera Division
1541,CF Os Belenenses,Lula,30.0,Centre-Back,FC Porto,?,out,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1542,CF Os Belenenses,José Taira,27.0,Defensive Midfield,UD Salamanca,?,out,Summer,,Liga Nos,1996,1996/1997,Primera Division
1543,CF Os Belenenses,Fernando Mendes,29.0,Left-Back,FC Porto,?,out,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1547,CF Os Belenenses,César Brito,31.0,Centre-Forward,UD Salamanca,?,out,Summer,,Liga Nos,1996,1996/1997,Primera Division
1553,Leça FC,Pedro Mesquita,28.0,Right-Back,Rio Ave FC,?,in,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1554,Leça FC,Rui Óscar,20.0,Right-Back,FC Porto,?,out,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1574,SC Espinho,Lino,24.0,Left-Back,SC Braga,?,in,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1582,União de Leiria,Quinzinho,22.0,Centre-Forward,FC Porto,loan transfer,in,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1593,União de Leiria,Porfírio,22.0,Centre-Forward,Sporting CP,"End of loanJun 30, 1996",out,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1600,Gil Vicente FC,João Oliveira Pinto,24.0,Right Winger,SC Braga,?,out,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1602,Gil Vicente FC,Pedrosa,24.0,Central Midfield,Sporting CP,"End of loanJun 30, 1996",out,Summer,,Liga Nos,1996,1996/1997,Liga Nos
1619,SL Benfica,Washington Rodríguez,26.0,midfield,Liverpool FC,?,out,Winter,,Liga Nos,1996,1996/1997,Premier League
1620,SC Braga,Gamboa,23.0,Right Winger,Rio Ave FC,?,in,Winter,,Liga Nos,1996,1996/1997,Liga Nos
1630,Boavista FC,Leonson Lewis,30.0,attack,CA Felgueiras,?,in,Winter,,Liga Nos,1996,1996/1997,Liga Nos
1633,CS Marítimo,Bino,24.0,Defensive Midfield,FC Porto,?,in,Winter,,Liga Nos,1996,1996/1997,Liga Nos
1639,CS Marítimo,Edgardo Simovic,21.0,Centre-Forward,Liverpool FC,"End of loanDec 31, 1996",out,Winter,,Liga Nos,1996,1996/1997,Premier League
1640,SC Farense,Marco Aurélio,26.0,Goalkeeper,Rio Ave FC,?,in,Winter,,Liga Nos,1996,1996/1997,Liga Nos
1641,SC Farense,Miguel Serodio,27.0,defence,UD Salamanca,?,in,Winter,,Liga Nos,1996,1996/1997,Primera Division
1645,SC Farense,Peter Rufai,33.0,Goalkeeper,Hércules CF,?,out,Winter,,Liga Nos,1996,1996/1997,Primera Division
1646,SC Farense,Bambo,22.0,Centre-Forward,CA Felgueiras,?,out,Winter,,Liga Nos,1996,1996/1997,Liga Nos
1647,Vitória Setúbal FC,Rasheed Yekini,33.0,Centre-Forward,Sporting Gijón,?,in,Winter,,Liga Nos,1996,1996/1997,Primera Division
1649,Vitória Setúbal FC,Sandro Mendes,19.0,Defensive Midfield,Hércules CF,?,out,Winter,,Liga Nos,1996,1996/1997,Primera Division
1652,CF Os Belenenses,Andrade,23.0,Defensive Midfield,Sporting CP,?,in,Winter,,Liga Nos,1996,1996/1997,Liga Nos
1655,Rio Ave FC,Gamboa,23.0,Right Winger,SC Braga,?,out,Winter,,Liga Nos,1996,1996/1997,Liga Nos
1658,SC Espinho,Péter Lipcsei,24.0,Central Midfield,FC Porto,loan transfer,in,Winter,,Liga Nos,1996,1996/1997,Liga Nos
1660,Gil Vicente FC,Paulo Vida,25.0,Centre-Forward,LB Châteauroux,?,in,Winter,,Liga Nos,1996,1996/1997,Ligue 1
1666,FC Porto,Emilio Peixe,24.0,Defensive Midfield,Sporting CP,?,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1671,FC Porto,Rui Correia,29.0,Goalkeeper,SC Braga,?,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1673,FC Porto,Costinha,23.0,Goalkeeper,Sporting CP,?,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1677,FC Porto,Romeu,22.0,Centre-Forward,CA Felgueiras,"End of loanJun 30, 1997",in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1678,FC Porto,Domingos Paciência,28.0,Centre-Forward,CD Tenerife,€7.50m,out,Summer,7.5,Liga Nos,1997,1997/1998,Primera Division
1683,FC Porto,Andrzej Wozniak,31.0,Goalkeeper,SC Braga,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1688,FC Porto,Quinzinho,23.0,Centre-Forward,Rio Ave FC,loan transfer,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1691,SL Benfica,Amaral,24.0,Defensive Midfield,AC Parma,€3.50m,in,Summer,3.5,Liga Nos,1997,1997/1998,Serie A
1710,SL Benfica,Bruno Caires,21.0,Defensive Midfield,Celta de Vigo,€2.31m,out,Summer,2.31,Liga Nos,1997,1997/1998,Primera Division
1725,SL Benfica,Pedro Henriques,22.0,Left-Back,FC Porto,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1728,SL Benfica,Lúcio Wagner,21.0,Left-Back,Sevilla FC,?,out,Summer,,Liga Nos,1997,1997/1998,Primera Division
1741,Vitória Guimarães SC,Nuno Capucho,25.0,Right Winger,FC Porto,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1743,Vitória Guimarães SC,Quim Berto,25.0,Right-Back,Sporting CP,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1758,Sporting CP,Didier Lang,26.0,Defensive Midfield,FC Metz,?,in,Summer,,Liga Nos,1997,1997/1998,Ligue 1
1765,Sporting CP,Ricardo Sá Pinto,24.0,Second Striker,Real Sociedad,€3.60m,out,Summer,3.6,Liga Nos,1997,1997/1998,Primera Division
1769,Sporting CP,Emilio Peixe,24.0,Defensive Midfield,FC Porto,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1773,Sporting CP,Costinha,23.0,Goalkeeper,FC Porto,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1777,CS Marítimo,Nélson,29.0,Goalkeeper,Rio Ave FC,free transfer,in,Summer,0.0,Liga Nos,1997,1997/1998,Liga Nos
1784,CS Marítimo,Rui Óscar,21.0,Right-Back,FC Porto,?,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1785,CS Marítimo,Ricardo Silva,21.0,Centre-Back,CA Felgueiras,?,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1786,CS Marítimo,Romeu,22.0,Centre-Forward,FC Porto,loan transfer,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1797,CS Marítimo,Neves,26.0,Right-Back,FC Porto,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1800,CS Marítimo,Nuno Valente,22.0,Left-Back,Sporting CP,"End of loanJun 30, 1997",out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1817,Boavista FC,Tó Luis,29.0,Goalkeeper,Rio Ave FC,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1819,Boavista FC,Nelo,29.0,Central Midfield,Rio Ave FC,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1820,Boavista FC,Tulipa,24.0,Attacking Midfield,UD Salamanca,?,out,Summer,,Liga Nos,1997,1997/1998,Primera Division
1834,SC Salgueiros,Silvino Louro,38.0,Goalkeeper,FC Porto,?,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1850,Rio Ave FC,Quinzinho,23.0,Centre-Forward,FC Porto,loan transfer,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1855,SC Braga,Srdjan Bajcetic,25.0,midfield,Celta de Vigo,?,in,Summer,,Liga Nos,1997,1997/1998,Primera Division
1857,SC Braga,Andrzej Wozniak,31.0,Goalkeeper,FC Porto,?,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1864,SC Braga,Rui Correia,29.0,Goalkeeper,FC Porto,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1884,Leça FC,Ricardo Carvalho,19.0,Centre-Back,FC Porto,loan transfer,in,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1892,Vitória Setúbal FC,Nuno Afonso,22.0,Centre-Back,UD Salamanca,?,in,Summer,,Liga Nos,1997,1997/1998,Primera Division
1908,Vitória Setúbal FC,Gaspar,22.0,Centre-Back,FC Porto,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1917,SC Farense,Raul Barbosa,25.0,Right-Back,CA Felgueiras,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1965,CF Os Belenenses,Pedro Valido,27.0,Centre-Back,CA Felgueiras,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1968,CF Os Belenenses,Calila,25.0,Right Winger,CA Felgueiras,?,out,Summer,,Liga Nos,1997,1997/1998,Liga Nos
1971,CF Os Belenenses,Rogério,21.0,Defensive Midfield,UD Salamanca,?,out,Summer,,Liga Nos,1997,1997/1998,Primera Division
1974,FC Porto,Secretário,27.0,Right-Back,Real Madrid,?,in,Winter,,Liga Nos,1997,1997/1998,Primera Division
1982,SL Benfica,Jordão,26.0,Defensive Midfield,SC Braga,?,out,Winter,,Liga Nos,1997,1997/1998,Liga Nos
2007,SC Salgueiros,Marco Caneira,18.0,Centre-Back,Sporting CP,loan transfer,in,Winter,,Liga Nos,1997,1997/1998,Liga Nos
2009,SC Salgueiros,Tulipa,25.0,Attacking Midfield,UD Salamanca,?,in,Winter,,Liga Nos,1997,1997/1998,Primera Division
2014,SC Salgueiros,Renato,25.0,Centre-Back,Sporting CP,?,out,Winter,,Liga Nos,1997,1997/1998,Liga Nos
2015,SC Salgueiros,Leão,26.0,Defensive Midfield,Sporting CP,?,out,Winter,,Liga Nos,1997,1997/1998,Liga Nos
2017,SC Braga,Rodrigão,25.0,Defensive Midfield,Sporting Gijón,?,out,Winter,,Liga Nos,1997,1997/1998,Primera Division
2025,Vitória Setúbal FC,Pedro Henriques,23.0,Left-Back,FC Porto,?,in,Winter,,Liga Nos,1997,1997/1998,Liga Nos
2053,FC Porto,Quinzinho,24.0,Centre-Forward,Rio Ave FC,"End of loanJun 30, 1998",in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2077,Boavista FC,Pedro Martins,27.0,Defensive Midfield,Sporting CP,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2089,Boavista FC,Luis Carlos,29.0,midfield,SC Braga,?,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2092,Boavista FC,Delfim,21.0,Defensive Midfield,Sporting CP,?,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2111,SL Benfica,Basarab Panduru,27.0,Attacking Midfield,FC Porto,?,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2114,SL Benfica,Alejandro Cichero,21.0,Centre-Back,Cagliari Calcio,?,out,Summer,,Liga Nos,1998,1998/1999,Serie A
2115,SL Benfica,Edgar,20.0,Right Winger,Real Madrid,?,out,Summer,,Liga Nos,1998,1998/1999,Primera Division
2116,SL Benfica,Tiago,22.0,Defensive Midfield,Rayo Vallecano,?,out,Summer,,Liga Nos,1998,1998/1999,Primera Division
2120,SL Benfica,Abdelkrim El Hadrioui,26.0,Left-Back,AZ Alkmaar,loan transfer,out,Summer,,Liga Nos,1998,1998/1999,Eredivisie
2138,Sporting CP,Luís Miguel,26.0,Right-Back,SC Braga,?,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2141,Sporting CP,Paulo Alves,28.0,Centre-Forward,SC Bastia,?,out,Summer,,Liga Nos,1998,1998/1999,Ligue 1
2149,Vitória Setúbal FC,Nando Có,24.0,attack,CD Numancia,?,in,Summer,,Liga Nos,1998,1998/1999,Primera Division
2159,Vitória Setúbal FC,Carlos Sebastião,21.0,Defensive Midfield,FC Porto,?,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2165,União de Leiria,Bakero,20.0,Left Winger,CA Felgueiras,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2167,União de Leiria,Leão,27.0,Defensive Midfield,Sporting CP,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2176,Vitória Guimarães SC,João Costa,24.0,Defensive Midfield,FC Porto,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2181,Vitória Guimarães SC,Quim Berto,26.0,Right-Back,Sporting CP,loan transfer,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2184,Vitória Guimarães SC,Fernando Meira,20.0,Centre-Back,CA Felgueiras,Loan fee:€150Th.,out,Summer,0.15,Liga Nos,1998,1998/1999,Liga Nos
2189,Vitória Guimarães SC,Pedro Mendes,19.0,Defensive Midfield,CA Felgueiras,loan transfer,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2191,Clube Futebol Estrela da Amadora,Henrique Hilário,22.0,Goalkeeper,FC Porto,loan transfer,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2199,Clube Futebol Estrela da Amadora,Jasminko Velic,32.0,Attacking Midfield,CD Leganés,free transfer,out,Summer,0.0,Liga Nos,1998,1998/1999,Primera Division
2202,Clube Futebol Estrela da Amadora,Chaínho,23.0,Central Midfield,FC Porto,?,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2203,Clube Futebol Estrela da Amadora,Mário Jorge,28.0,Central Midfield,CD Leganés,?,out,Summer,,Liga Nos,1998,1998/1999,Primera Division
2208,SC Braga,Luís Miguel,26.0,Right-Back,Sporting CP,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2231,CS Marítimo,Cabral,29.0,Left-Back,SC Braga,?,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2233,CS Marítimo,Bino,25.0,Defensive Midfield,Sporting CP,?,out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2235,CS Marítimo,Romeu,23.0,Centre-Forward,FC Porto,"End of loanJun 30, 1998",out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2242,SC Farense,João Oliveira Pinto,26.0,Right Winger,SC Braga,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2266,SC Salgueiros,Marco Caneira,19.0,Centre-Back,Sporting CP,"End of loanJun 30, 1998",out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2270,SC Campomaiorense (- 2001),Marco Almeida,21.0,Centre-Back,Sporting CP,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2274,SC Campomaiorense (- 2001),Carlos Fernandes,20.0,Left-Back,Sporting CP,loan transfer,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2275,SC Campomaiorense (- 2001),Nuno Luís,23.0,Right-Back,UD Salamanca,?,out,Summer,,Liga Nos,1998,1998/1999,Primera Division
2286,FC Alverca,Philippe Azevedo,23.0,Centre-Forward,CA Felgueiras,free transfer,in,Summer,0.0,Liga Nos,1998,1998/1999,Liga Nos
2291,FC Alverca,Pedro Valido,28.0,Centre-Back,CA Felgueiras,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2312,Rio Ave FC,Quinzinho,24.0,Centre-Forward,FC Porto,"End of loanJun 30, 1998",out,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2314,SC Beira-Mar,Ricardo Sousa,19.0,Attacking Midfield,FC Porto,loan transfer,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2315,SC Beira-Mar,Marco Caneira,19.0,Centre-Back,Sporting CP,loan transfer,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2328,GD Chaves,Jesús Seba,24.0,Second Striker,Real Zaragoza,?,in,Summer,,Liga Nos,1998,1998/1999,Primera Division
2330,GD Chaves,Míchel,24.0,midfield,Sevilla FC,?,in,Summer,,Liga Nos,1998,1998/1999,Primera Division
2335,GD Chaves,Carlos Pérez,26.0,Attacking Midfield,Celta de Vigo,?,in,Summer,,Liga Nos,1998,1998/1999,Primera Division
2337,GD Chaves,Neves,27.0,Right-Back,FC Porto,?,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2359,Académica Coimbra,Barroso,27.0,Central Midfield,FC Porto,loan transfer,in,Summer,,Liga Nos,1998,1998/1999,Liga Nos
2370,FC Porto,Nélson,27.0,Right-Back,Aston Villa,€1.13m,in,Winter,1.13,Liga Nos,1998,1998/1999,Premier League
2386,SL Benfica,Jorge Cadete,30.0,Centre-Forward,Celta de Vigo,?,in,Winter,,Liga Nos,1998,1998/1999,Primera Division
2388,SL Benfica,Gary Charles,28.0,Right-Back,Aston Villa,?,in,Winter,,Liga Nos,1998,1998/1999,Premier League
2391,SL Benfica,Deco,21.0,Attacking Midfield,FC Porto,€8.00m,out,Winter,8.0,Liga Nos,1998,1998/1999,Liga Nos
2398,SL Benfica,Abdelkrim El Hadrioui,26.0,Left-Back,AZ Alkmaar,"End of loanJan 5, 1999",out,Winter,,Liga Nos,1998,1998/1999,Eredivisie
2401,Sporting CP,Leandro Machado,22.0,Centre-Forward,CD Tenerife,€2.00m,out,Winter,2.0,Liga Nos,1998,1998/1999,Primera Division
2406,Vitória Setúbal FC,Renato,25.0,Centre-Back,Sporting CP,?,in,Winter,,Liga Nos,1998,1998/1999,Liga Nos
2410,União de Leiria,Augustine Ahinful,24.0,Centre-Forward,AC Venezia 1907,loan transfer,out,Winter,,Liga Nos,1998,1998/1999,Serie A
2415,Vitória Guimarães SC,Quim Berto,27.0,Right-Back,Sporting CP,"End of loanJan 12, 1999",out,Winter,,Liga Nos,1998,1998/1999,Liga Nos
2416,Clube Futebol Estrela da Amadora,Kenedy,24.0,Left-Back,FC Porto,free transfer,in,Winter,0.0,Liga Nos,1998,1998/1999,Liga Nos
2419,CS Marítimo,Tarik Sektioui,21.0,Right Winger,AJ Auxerre,loan transfer,in,Winter,,Liga Nos,1998,1998/1999,Ligue 1
2420,CS Marítimo,Romeu,24.0,Centre-Forward,FC Porto,loan transfer,in,Winter,,Liga Nos,1998,1998/1999,Liga Nos
2434,Rio Ave FC,Marcos,23.0,Centre-Back,PSV Eindhoven,?,out,Winter,,Liga Nos,1998,1998/1999,Eredivisie
2438,GD Chaves,Paulo Torres,27.0,Left-Back,Rayo Vallecano,?,in,Winter,,Liga Nos,1998,1998/1999,Primera Division
2447,Sporting CP,Ivone De Franceschi,25.0,Left Winger,AC Venezia 1907,?,in,Summer,,Liga Nos,1999,1999/2000,Serie A
2451,Sporting CP,Rui Jorge,26.0,Left-Back,FC Porto,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2453,Sporting CP,Toni Robaina,24.0,Left Winger,CD Tenerife,loan transfer,in,Summer,,Liga Nos,1999,1999/2000,Primera Division
2474,FC Porto,Domingos Paciência,30.0,Centre-Forward,CD Tenerife,€1.90m,in,Summer,1.9,Liga Nos,1999,1999/2000,Primera Division
2476,FC Porto,Duda,25.0,Right Winger,Rio Ave FC,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2494,FC Porto,Quinzinho,25.0,Centre-Forward,Rayo Vallecano,?,out,Summer,,Liga Nos,1999,1999/2000,Primera Division
2496,FC Porto,Grzegorz Mielcarski,28.0,Centre-Forward,UD Salamanca,?,out,Summer,,Liga Nos,1999,1999/2000,Primera Division
2499,FC Porto,Barroso,28.0,Central Midfield,SC Braga,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2501,FC Porto,Rui Jorge,26.0,Left-Back,Sporting CP,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2502,FC Porto,Costinha,25.0,Goalkeeper,CD Tenerife,?,out,Summer,,Liga Nos,1999,1999/2000,Primera Division
2503,FC Porto,Ivica Kralj,26.0,Goalkeeper,PSV Eindhoven,?,out,Summer,,Liga Nos,1999,1999/2000,Eredivisie
2506,SL Benfica,Chano,34.0,Attacking Midfield,CD Tenerife,free transfer,in,Summer,0.0,Liga Nos,1999,1999/2000,Primera Division
2514,SL Benfica,Tote,20.0,Attacking Midfield,Real Madrid,loan transfer,in,Summer,,Liga Nos,1999,1999/2000,Primera Division
2536,Boavista FC,Formoso,25.0,Left Winger,SC Braga,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2541,Boavista FC,Emanuel,23.0,Central Midfield,Rio Ave FC,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2551,Boavista FC,Kwame Ayew,25.0,Centre-Forward,Sporting CP,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2568,Gil Vicente FC,Rui Guerreiro,24.0,Right-Back,SC Braga,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2592,CS Marítimo,Romeu,24.0,Centre-Forward,FC Porto,"End of loanJun 30, 1999",out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2593,CS Marítimo,Tarik Sektioui,22.0,Right Winger,AJ Auxerre,"End of loanJun 30, 1999",out,Summer,,Liga Nos,1999,1999/2000,Ligue 1
2601,Vitória Guimarães SC,Lixa,22.0,Left Winger,CA Felgueiras,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2605,Vitória Guimarães SC,Fernando Meira,21.0,Centre-Back,CA Felgueiras,"End of loanJun 30, 1999",in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2606,Vitória Guimarães SC,Pedro Mendes,20.0,Defensive Midfield,CA Felgueiras,"End of loanJun 30, 1999",in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2607,Vitória Guimarães SC,Duda,19.0,Left Midfield,Cádiz CF,free transfer,out,Summer,0.0,Liga Nos,1999,1999/2000,Primera Division
2621,Clube Futebol Estrela da Amadora,Tiago Ferreira,24.0,Goalkeeper,Sporting CP,loan transfer,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2625,Clube Futebol Estrela da Amadora,Rodolfo Correia,22.0,midfield,FC Porto,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2626,Clube Futebol Estrela da Amadora,Paulo Ferreira,25.0,Left Winger,FC Porto,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2627,Clube Futebol Estrela da Amadora,Henrique Hilário,23.0,Goalkeeper,FC Porto,"End of loanJun 30, 1999",out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2629,SC Braga,José Luis Deus,22.0,Centre-Forward,Hércules CF,?,in,Summer,,Liga Nos,1999,1999/2000,Primera Division
2632,SC Braga,Sob Evariste Dibo,30.0,Attacking Midfield,Rio Ave FC,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2633,SC Braga,Barroso,28.0,Central Midfield,FC Porto,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2650,União de Leiria,Marcelino Díaz,25.0,Centre-Forward,CA Osasuna,?,in,Summer,,Liga Nos,1999,1999/2000,Primera Division
2653,União de Leiria,Paulo Alves,29.0,Centre-Forward,SC Bastia,?,in,Summer,,Liga Nos,1999,1999/2000,Ligue 1
2657,União de Leiria,Nuno Valente,24.0,Left-Back,Sporting CP,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2659,União de Leiria,Augustine Ahinful,24.0,Centre-Forward,AC Venezia 1907,"End of loanJun 30, 1999",in,Summer,,Liga Nos,1999,1999/2000,Serie A
2660,União de Leiria,Bakero,21.0,Left Winger,Sevilla FC,€1.20m,out,Summer,1.2,Liga Nos,1999,1999/2000,Primera Division
2672,União de Leiria,Artur Jorge Vicente,26.0,attack,Rio Ave FC,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2673,União de Leiria,Ricardo Silva,23.0,Centre-Back,FC Porto,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2678,FC Alverca,Marco Caneira,20.0,Centre-Back,Sporting CP,loan transfer,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2686,FC Alverca,Nuno Assis,21.0,Attacking Midfield,Sporting CP,loan transfer,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2705,CF Os Belenenses,Rui Pataca,26.0,Centre-Forward,CA Felgueiras,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2711,CF Os Belenenses,Fernando Mendes,32.0,Left-Back,FC Porto,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2723,SC Campomaiorense (- 2001),Mário Jorge,29.0,Central Midfield,CD Leganés,free transfer,in,Summer,0.0,Liga Nos,1999,1999/2000,Primera Division
2738,SC Campomaiorense (- 2001),Marco Almeida,22.0,Centre-Back,Sporting CP,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2744,SC Campomaiorense (- 2001),Carlos Fernandes,21.0,Left-Back,Sporting CP,"End of loanJun 30, 1999",out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2746,SC Farense,Dino,21.0,Centre-Back,UD Salamanca,free transfer,in,Summer,0.0,Liga Nos,1999,1999/2000,Primera Division
2747,SC Farense,Carlos Fernandes,21.0,Left-Back,Sporting CP,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2752,SC Farense,Darko Butorovic,28.0,Right-Back,FC Porto,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2764,SC Farense,Jean Paulista,21.0,Second Striker,SC Braga,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2767,SC Salgueiros,Pedrosa,27.0,Central Midfield,Sporting CP,free transfer,in,Summer,0.0,Liga Nos,1999,1999/2000,Liga Nos
2770,SC Salgueiros,Miklós Fehér,19.0,Centre-Forward,FC Porto,loan transfer,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2776,SC Salgueiros,Basarab Panduru,28.0,Attacking Midfield,FC Porto,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2785,SC Salgueiros,Miguel Teixeira,25.0,Centre-Back,CA Felgueiras,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2795,Rio Ave FC,Sob Evariste Dibo,30.0,Attacking Midfield,SC Braga,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2797,Rio Ave FC,Duda,25.0,Right Winger,FC Porto,?,out,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2800,Vitória Setúbal FC,Ricardo Carvalho,21.0,Centre-Back,FC Porto,loan transfer,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2805,Vitória Setúbal FC,Carlos Sebastião,22.0,Defensive Midfield,FC Porto,loan transfer,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2808,Vitória Setúbal FC,Toñito,22.0,Right Midfield,Sporting CP,free transfer,out,Summer,0.0,Liga Nos,1999,1999/2000,Liga Nos
2817,CD Santa Clara,Gamboa,26.0,Right Winger,SC Braga,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2819,CD Santa Clara,Sérgio Freitas,32.0,Centre-Back,SC Braga,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
2822,CD Santa Clara,Luis Carlos,30.0,midfield,SC Braga,?,in,Summer,,Liga Nos,1999,1999/2000,Liga Nos
